"","id","actor.name","order","gender","popularity.x","birthday","deathday","birthplace","film","revenue","budget","language","popularity.y","runtime","vote_average","vote_count","director","tagline","genres","certification","month_release","year_release","lustrum","log_popularity","log_revenue","genre6","genre7","genre1","genre2","genre3","genre4","genre5","totxmovie","tot_perso","perc","pass","tot1","gen1","value"
"23","16153","Ellen Burstyn",0,1,2.108,"1932-12-07","","Detroit, Michigan, USA","Alice Doesn't Live Here Anymore",NA,NA,"en","8.12","112","6.9","203","Martin Scorsese","A picture for anyone who has ever dreamed of a second chance!","[35, 18, 10749]","","December","1974","1970-1975","2.094330154","#<U+FFFD>NOMBRE?","","","Comedy","Drama","Romance","","",9,17,0.529411764705882,"Female",3,"gen1",1
"24","16153","Ellen Burstyn",0,1,2.108,"1932-12-07","","Detroit, Michigan, USA","Alice Doesn't Live Here Anymore",NA,NA,"en","8.12","112","6.9","203","Martin Scorsese","A picture for anyone who has ever dreamed of a second chance!","[35, 18, 10749]","","December","1974","1970-1975","2.094330154","#<U+FFFD>NOMBRE?","","","Comedy","Drama","Romance","","",9,17,0.529411764705882,"Female",0,"gen2",0
"25","592","Gene Hackman",0,2,1.727,"1930-01-30","","San Bernardino, California, USA","The Conversation","4420000","1600000","en","7.959","113","7.6","775","Francis Ford Coppola","Harry Caul is an invader of privacy. The best in the business.","[80, 18, 9648]","PG","April","1974","1970-1975","2.074303364","15.30165025","","","Crime","Drama","Mystery","","",11,14,0.785714285714286,"Female",0,"gen1",0
"26","592","Gene Hackman",0,2,1.727,"1930-01-30","","San Bernardino, California, USA","The Conversation","4420000","1600000","en","7.959","113","7.6","775","Francis Ford Coppola","Harry Caul is an invader of privacy. The best in the business.","[80, 18, 9648]","PG","April","1974","1970-1975","2.074303364","15.30165025","","","Crime","Drama","Mystery","","",11,14,0.785714285714286,"Male",3,"gen2",2
"27","5121","Goldie Hawn",0,1,3.704,"1945-11-21","","Washington, District of Columbia, USA","The Sugarland Express","12800000","3e+06","en","5.782","110","6.6","165","Steven Spielberg","Every cop in the state was after her. Everybody else was behind her.","[80, 18]","PG","April","1974","1970-1975","1.754749644","16.36495573","","","Crime","Drama","","","",3,11,0.272727272727273,"Male",2,"gen1",1
"28","5121","Goldie Hawn",0,1,3.704,"1945-11-21","","Washington, District of Columbia, USA","The Sugarland Express","12800000","3e+06","en","5.782","110","6.6","165","Steven Spielberg","Every cop in the state was after her. Everybody else was behind her.","[80, 18]","PG","April","1974","1970-1975","1.754749644","16.36495573","","","Crime","Drama","","","",3,11,0.272727272727273,"Female",0,"gen2",0
"29","27327","William Finley",0,2,0.6,"1942-09-20","2012-04-14","Manhattan, New York City, New York, USA","Phantom of the Paradise",NA,NA,"en","6.462","92","7.6","283","Brian De Palma","The Most Highly Acclaimed Horror Phantasy Of Our Time.","[35, 14, 27, 10402, 53]","PG","October","1974","1970-1975","1.865938867","#<U+FFFD>NOMBRE?","","","Comedy","Fantasy","Horror","Music","Thriller",8,14,0.571428571428571,"Female",0,"gen1",0
"30","27327","William Finley",0,2,0.6,"1942-09-20","2012-04-14","Manhattan, New York City, New York, USA","Phantom of the Paradise",NA,NA,"en","6.462","92","7.6","283","Brian De Palma","The Most Highly Acclaimed Horror Phantasy Of Our Time.","[35, 14, 27, 10402, 53]","PG","October","1974","1970-1975","1.865938867","#<U+FFFD>NOMBRE?","","","Comedy","Fantasy","Horror","Music","Thriller",8,14,0.571428571428571,"Male",1,"gen2",2
"31","1410","Dan O'Bannon",2,2,2.57,"1946-09-30","2009-12-17","","Dark Star",NA,"60000","en","5.94","83","6.2","230","John Carpenter","What Do You Say To A Talking Bomb? All Systems Snafu!!!","[35, 878]","G","April","1974","1970-1975","1.781709133","#<U+FFFD>NOMBRE?","","","Comedy","Science Fiction","","","",3,3,1,"Female",0,"gen1",0
"32","1410","Dan O'Bannon",2,2,2.57,"1946-09-30","2009-12-17","","Dark Star",NA,"60000","en","5.94","83","6.2","230","John Carpenter","What Do You Say To A Talking Bomb? All Systems Snafu!!!","[35, 878]","G","April","1974","1970-1975","1.781709133","#<U+FFFD>NOMBRE?","","","Comedy","Science Fiction","","","",3,3,1,"Male",1,"gen2",2
"33","578","Roy Scheider",0,2,1.339,"1932-11-10","2008-02-10","Orange, New Jersey, USA","Jaws","470653000","7e+06","en","21.501","124","7.6","5836","Steven Spielberg","Don't go in the water","[12, 27, 53]","PG-13","June","1975","1975-1980","3.068099446","19.96963165","","","Adventure","Horror","Thriller","","",14,21,0.666666666666667,"Female",0,"gen1",0
"34","578","Roy Scheider",0,2,1.339,"1932-11-10","2008-02-10","Orange, New Jersey, USA","Jaws","470653000","7e+06","en","21.501","124","7.6","5836","Steven Spielberg","Don't go in the water","[12, 27, 53]","PG-13","June","1975","1975-1980","3.068099446","19.96963165","","","Adventure","Horror","Thriller","","",14,21,0.666666666666667,"Male",3,"gen2",2
"35","11686","Woody Allen",0,2,4.122,"1935-12-01","","The Bronx, New York City, New York, USA","Love and Death","20173742","3e+06","en","5.109","85","7.7","443","Woody Allen","","[35, 36]","PG","June","1975","1975-1980","1.63100369","16.81989242","","","Comedy","History","","","",29,35,0.828571428571429,"Female",0,"gen1",0
"36","11686","Woody Allen",0,2,4.122,"1935-12-01","","The Bronx, New York City, New York, USA","Love and Death","20173742","3e+06","en","5.109","85","7.7","443","Woody Allen","","[35, 36]","PG","June","1975","1975-1980","1.63100369","16.81989242","","","Comedy","History","","","",29,35,0.828571428571429,"Male",4,"gen2",2
"37","27429","Paul Hampton",0,2,0.984,"1937-08-20","","","Shivers",NA,"179000","en","6.997","88","6.4","257","David Cronenberg","Going mad is just the beginning of the terror Ö","[27, 878]","R","October","1975","1975-1980","1.945481486","#<U+FFFD>NOMBRE?","","","Horror","Science Fiction","","","",4,10,0.4,"Female",0,"gen1",0
"38","27429","Paul Hampton",0,2,0.984,"1937-08-20","","","Shivers",NA,"179000","en","6.997","88","6.4","257","David Cronenberg","Going mad is just the beginning of the terror Ö","[27, 878]","R","October","1975","1975-1980","1.945481486","#<U+FFFD>NOMBRE?","","","Horror","Science Fiction","","","",4,10,0.4,"Male",1,"gen2",2
"39","103","Robert De Niro",0,2,7.656,"1943-08-17","","Greenwich Village, New York City, New York, USA","Taxi Driver","28262574","1300000","en","19.979","114","8.2","6295","Martin Scorsese","On every street in every city, there's a nobody who dreams of being a somebody.","[80, 18]","R","February","1976","1975-1980","2.994681722","17.15704901","","","Crime","Drama","","","",16,23,0.695652173913043,"Female",0,"gen1",0
"40","103","Robert De Niro",0,2,7.656,"1943-08-17","","Greenwich Village, New York City, New York, USA","Taxi Driver","28262574","1300000","en","19.979","114","8.2","6295","Martin Scorsese","On every street in every city, there's a nobody who dreams of being a somebody.","[80, 18]","R","February","1976","1975-1980","2.994681722","17.15704901","","","Crime","Drama","","","",16,23,0.695652173913043,"Male",3,"gen2",2
"41","7340","Sissy Spacek",0,1,1.249,"1949-12-25","","Quitman, Texas, USA","Carrie","33800000","1800000","en","8.177","98","7.2","2067","Brian De Palma","If you've got a taste for terrorÖ take Carrie to the prom.","[27, 53]","R","November","1976","1975-1980","2.101325335","17.33597136","","","Horror","Thriller","","","",13,22,0.590909090909091,"Female",2,"gen1",1
"42","7340","Sissy Spacek",0,1,1.249,"1949-12-25","","Quitman, Texas, USA","Carrie","33800000","1800000","en","8.177","98","7.2","2067","Brian De Palma","If you've got a taste for terrorÖ take Carrie to the prom.","[27, 53]","R","November","1976","1975-1980","2.101325335","17.33597136","","","Horror","Thriller","","","",13,22,0.590909090909091,"Female",0,"gen2",0
"43","10747","Clint Eastwood",0,2,8.016,"1930-05-31","","San Francisco, California, USA","The Outlaw Josey Wales","31800000","3700000","en","10.249","135","7.5","562","Clint Eastwood","...an army of one.","[28, 12, 37]","PG","June","1976","1975-1980","2.32718014","17.27497685","","","Action","Adventure","Western","","",16,21,0.761904761904762,"Female",0,"gen1",0
"44","10747","Clint Eastwood",0,2,8.016,"1930-05-31","","San Francisco, California, USA","The Outlaw Josey Wales","31800000","3700000","en","10.249","135","7.5","562","Clint Eastwood","...an army of one.","[28, 12, 37]","PG","June","1976","1975-1980","2.32718014","17.27497685","","","Action","Adventure","Western","","",16,21,0.761904761904762,"Male",3,"gen2",2
"45","17814","Austin Stoker",0,2,0.6,"1943-10-07","","Trinidad, West Indies","Assault on Precinct 13",NA,"150000","en","6.871","91","7.3","502","John Carpenter","L.A.'s deadliest street gang just declared war on the cops.","[53, 28, 80]","R","November","1976","1975-1980","1.927309656","#<U+FFFD>NOMBRE?","","","Thriller","Action","Crime","","",15,17,0.882352941176471,"Female",0,"gen1",0
"46","17814","Austin Stoker",0,2,0.6,"1943-10-07","","Trinidad, West Indies","Assault on Precinct 13",NA,"150000","en","6.871","91","7.3","502","John Carpenter","L.A.'s deadliest street gang just declared war on the cops.","[53, 28, 80]","R","November","1976","1975-1980","1.927309656","#<U+FFFD>NOMBRE?","","","Thriller","Action","Crime","","",15,17,0.882352941176471,"Male",2,"gen2",2
"47","4780","Cliff Robertson",0,2,1.281,"1923-09-09","2011-09-10","Los Angeles, California, U.S.A.","Obsession",NA,NA,"en","8.103","99","6.6","99","Brian De Palma","A bizarre story of love.","[18, 9648, 53]","","August","1976","1975-1980","2.092234363","#<U+FFFD>NOMBRE?","","","Drama","Mystery","Thriller","","",6,10,0.6,"Female",0,"gen1",0
"48","4780","Cliff Robertson",0,2,1.281,"1923-09-09","2011-09-10","Los Angeles, California, U.S.A.","Obsession",NA,NA,"en","8.103","99","6.6","99","Brian De Palma","A bizarre story of love.","[18, 9648, 53]","","August","1976","1975-1980","2.092234363","#<U+FFFD>NOMBRE?","","","Drama","Mystery","Thriller","","",6,10,0.6,"Male",2,"gen2",2
"49","840","Richard Dreyfuss",0,2,2.895,"1947-10-29","","Brooklyn, New York, USA","Close Encounters of the Third Kind","303788635","2e+07","en","23.079","135","7.4","2362","Steven Spielberg","We are not alone","[18, 878]","PG","November","1977","1975-1980","3.138923113","19.53184274","","","Drama","Science Fiction","","","",32,35,0.914285714285714,"Female",0,"gen1",0
"50","840","Richard Dreyfuss",0,2,2.895,"1947-10-29","","Brooklyn, New York, USA","Close Encounters of the Third Kind","303788635","2e+07","en","23.079","135","7.4","2362","Steven Spielberg","We are not alone","[18, 878]","PG","November","1977","1975-1980","3.138923113","19.53184274","","","Drama","Science Fiction","","","",32,35,0.914285714285714,"Male",4,"gen2",2
"51","703","Woody Allen",0,2,4.122,"1935-12-01","","The Bronx, New York City, New York, USA","Annie Hall","38251425","4e+06","en","13.401","93","7.8","2327","Woody Allen","A nervous romance.","[35, 18, 10749]","PG","April","1977","1975-1980","2.595329331","17.45969137","","","Comedy","Drama","Romance","","",20,35,0.571428571428571,"Female",0,"gen1",0
"52","703","Woody Allen",0,2,4.122,"1935-12-01","","The Bronx, New York City, New York, USA","Annie Hall","38251425","4e+06","en","13.401","93","7.8","2327","Woody Allen","A nervous romance.","[35, 18, 10749]","PG","April","1977","1975-1980","2.595329331","17.45969137","","","Comedy","Drama","Romance","","",20,35,0.571428571428571,"Male",5,"gen2",2
"53","985","Jack Nance",0,2,0.6,"1943-12-21","1996-12-30","Boston, Massachusetts, USA","Eraserhead","7e+06","1e+05","en","9.989","89","7.6","1223","David Lynch","In Heaven, Everything Is Fine.","[14, 27]","NR","March","1977","1975-1980","2.301484488","15.76142071","","","Fantasy","Horror","","","",5,9,0.555555555555556,"Female",0,"gen1",0
"54","985","Jack Nance",0,2,0.6,"1943-12-21","1996-12-30","Boston, Massachusetts, USA","Eraserhead","7e+06","1e+05","en","9.989","89","7.6","1223","David Lynch","In Heaven, Everything Is Fine.","[14, 27]","NR","March","1977","1975-1980","2.301484488","15.76142071","","","Fantasy","Horror","","","",5,9,0.555555555555556,"Male",1,"gen2",2
"55","19067","Keith Carradine",0,2,0.692,"1949-08-08","","San Mateo, California, USA","The Duellists",NA,"9e+05","en","6.539","100","7.5","227","Ridley Scott","Fencing is a science. Loving is a passion. Duelling is an obsession.","[18, 10752]","PG","August","1977","1975-1980","1.877784249","#<U+FFFD>NOMBRE?","","","Drama","War","","","",11,16,0.6875,"Female",0,"gen1",0
"56","19067","Keith Carradine",0,2,0.692,"1949-08-08","","San Mateo, California, USA","The Duellists",NA,"9e+05","en","6.539","100","7.5","227","Ridley Scott","Fencing is a science. Loving is a passion. Duelling is an obsession.","[18, 10752]","PG","August","1977","1975-1980","1.877784249","#<U+FFFD>NOMBRE?","","","Drama","War","","","",11,16,0.6875,"Male",1,"gen2",2
"57","12637","Liza Minnelli",0,1,1.4,"1946-03-12","","Hollywood, California, USA","New York, New York","16400000","1.4e+07","en","6.739","163","6.6","211","Martin Scorsese","The war was over and the world was falling in love again.","[18, 10402, 10749]","","June","1977","1975-1980","1.907911546","16.61279189","","","Drama","Music","Romance","","",3,11,0.272727272727273,"Male",4,"gen1",1
"58","12637","Liza Minnelli",0,1,1.4,"1946-03-12","","Hollywood, California, USA","New York, New York","16400000","1.4e+07","en","6.739","163","6.6","211","Martin Scorsese","The war was over and the world was falling in love again.","[18, 10402, 10749]","","June","1977","1975-1980","1.907911546","16.61279189","","","Drama","Music","Romance","","",3,11,0.272727272727273,"Female",0,"gen2",0
"59","29437","Marilyn Chambers",0,1,1.632,"1952-04-22","2009-04-12","Westport, Connecticut, USA","Rabid",NA,"530000","en","8.182","91","6.4","186","David Cronenberg","Pray it doesnít happen to you.","[27, 878]","R","April","1977","1975-1980","2.10193662","#<U+FFFD>NOMBRE?","","","Horror","Science Fiction","","","",6,11,0.545454545454545,"Female",2,"gen1",1
"60","29437","Marilyn Chambers",0,1,1.632,"1952-04-22","2009-04-12","Westport, Connecticut, USA","Rabid",NA,"530000","en","8.182","91","6.4","186","David Cronenberg","Pray it doesnít happen to you.","[27, 878]","R","April","1977","1975-1980","2.10193662","#<U+FFFD>NOMBRE?","","","Horror","Science Fiction","","","",6,11,0.545454545454545,"Female",0,"gen2",0
"61","17689","Clint Eastwood",0,2,8.016,"1930-05-31","","San Francisco, California, USA","The Gauntlet","26414658","5500000","en","8.296","109","6.7","235","Clint Eastwood","Clint Eastwood is the man in the middle of The Gauntlet","[28, 80, 18, 53]","R","December","1977","1975-1980","2.115773471","17.08942964","","","Action","Crime","Drama","Thriller","",7,10,0.7,"Female",0,"gen1",0
"62","17689","Clint Eastwood",0,2,8.016,"1930-05-31","","San Francisco, California, USA","The Gauntlet","26414658","5500000","en","8.296","109","6.7","235","Clint Eastwood","Clint Eastwood is the man in the middle of The Gauntlet","[28, 80, 18, 53]","R","December","1977","1975-1980","2.115773471","17.08942964","","","Action","Crime","Drama","Thriller","",7,10,0.7,"Male",4,"gen2",2
"63","12262","Martin Speer",1,2,0.6,"1941-01-15","","USA","The Hills Have Eyes","2.5e+07","230000","en","5.831","90","6.1","395","Wes Craven","A nice American family. They didn't want to kill. But they didn't want to die.","[27]","R","July","1977","1975-1980","1.763188512","17.03438638","","","Horror","","","","",7,9,0.777777777777778,"Female",0,"gen1",0
"64","12262","Martin Speer",1,2,0.6,"1941-01-15","","USA","The Hills Have Eyes","2.5e+07","230000","en","5.831","90","6.1","395","Wes Craven","A nice American family. They didn't want to kill. But they didn't want to die.","[27]","R","July","1977","1975-1980","1.763188512","17.03438638","","","Horror","","","","",7,9,0.777777777777778,"Male",2,"gen2",2
"65","948","Donald Pleasence",0,2,1.898,"1919-10-05","1995-02-02","Worksop, Nottinghamshire, England, UK","Halloween",NA,"325000","en","13.759","91","7.5","2802","John Carpenter","The Night He Came Home!","[27, 53]","R","October","1978","1975-1980","2.621693155","#<U+FFFD>NOMBRE?","","","Horror","Thriller","","","",14,21,0.666666666666667,"Female",0,"gen1",0
"66","948","Donald Pleasence",0,2,1.898,"1919-10-05","1995-02-02","Worksop, Nottinghamshire, England, UK","Halloween",NA,"325000","en","13.759","91","7.5","2802","John Carpenter","The Night He Came Home!","[27, 53]","R","October","1978","1975-1980","2.621693155","#<U+FFFD>NOMBRE?","","","Horror","Thriller","","","",14,21,0.666666666666667,"Male",3,"gen2",2
"67","8469","John Belushi",0,2,2.744,"1949-01-24","1982-03-05","Chicago, Illinois, USA","Animal House","1.41e+08","2700000","en","8.761","109","7.1","862","John Landis","It was the Deltas against the rules... the rules lost!","[35]","R","July","1978","1975-1980","2.170310054","18.76427045","","","Comedy","","","","",16,23,0.695652173913043,"Female",0,"gen1",0
"68","8469","John Belushi",0,2,2.744,"1949-01-24","1982-03-05","Chicago, Illinois, USA","Animal House","1.41e+08","2700000","en","8.761","109","7.1","862","John Landis","It was the Deltas against the rules... the rules lost!","[35]","R","July","1978","1975-1980","2.170310054","18.76427045","","","Comedy","","","","",16,23,0.695652173913043,"Male",1,"gen2",2
"69","15867","Diane Keaton",0,1,4.133,"1946-01-05","","Los Angeles, California, USA","Interiors","10400000","1e+07","en","6.709","93","6.9","184","Woody Allen","","[18]","PG","August","1978","1975-1980","1.903449909","16.15731636","","","Drama","","","","",5,8,0.625,"Female",6,"gen1",1
"70","15867","Diane Keaton",0,1,4.133,"1946-01-05","","Los Angeles, California, USA","Interiors","10400000","1e+07","en","6.709","93","6.9","184","Woody Allen","","[18]","PG","August","1978","1975-1980","1.903449909","16.15731636","","","Drama","","","","",5,8,0.625,"Female",0,"gen2",0
"71","348","Tom Skerritt",0,2,1.657,"1933-08-25","","Detroit, Michigan, USA","Alien","104931801","1.1e+07","en","23.4","117","8.1","8567","Ridley Scott","In space no one can hear you scream.","[27, 878]","R","May","1979","1975-1980","3.152736022","18.46882118","","","Horror","Science Fiction","","","",7,10,0.7,"Female",0,"gen1",0
"72","348","Tom Skerritt",0,2,1.657,"1933-08-25","","Detroit, Michigan, USA","Alien","104931801","1.1e+07","en","23.4","117","8.1","8567","Ridley Scott","In space no one can hear you scream.","[27, 878]","R","May","1979","1975-1980","3.152736022","18.46882118","","","Horror","Science Fiction","","","",7,10,0.7,"Male",2,"gen2",2
"73","28","Marlon Brando",0,2,3.447,"1924-04-03","2004-07-01","Omaha, Nebraska, USA","Apocalypse Now","1.5e+08","31500000","en","16.225","153","8.3","4602","Francis Ford Coppola","This is the end...","[18, 10752]","R","August","1979","1975-1980","2.786553263","18.82614585","","","Drama","War","","","",28,32,0.875,"Female",0,"gen1",0
"74","28","Marlon Brando",0,2,3.447,"1924-04-03","2004-07-01","Omaha, Nebraska, USA","Apocalypse Now","1.5e+08","31500000","en","16.225","153","8.3","4602","Francis Ford Coppola","This is the end...","[18, 10752]","R","August","1979","1975-1980","2.786553263","18.82614585","","","Drama","War","","","",28,32,0.875,"Male",4,"gen2",2
"75","11519","Dan Aykroyd",0,2,2.987,"1952-07-01","","Ottawa, Ontario, Canada","1941","31755742","3.5e+07","en","7.14","118","5.8","312","Steven Spielberg","Paranoia meets pandemonium.","[35]","PG","December","1979","1975-1980","1.965712776","17.27358412","","","Comedy","","","","",28,37,0.756756756756757,"Female",0,"gen1",0
"76","11519","Dan Aykroyd",0,2,2.987,"1952-07-01","","Ottawa, Ontario, Canada","1941","31755742","3.5e+07","en","7.14","118","5.8","312","Steven Spielberg","Paranoia meets pandemonium.","[35]","PG","December","1979","1975-1980","1.965712776","17.27358412","","","Comedy","","","","",28,37,0.756756756756757,"Male",5,"gen2",2
"77","15371","Yasuo Yamada",0,2,0.6,"1932-09-10","1995-03-19"," Tokyo, Japan","Lupin the Third: The Castle of Cagliostro",NA,NA,"ja","10.35","96","7.5","488","Hayao Miyazaki","","[12, 16, 35, 80]","PG","December","1979","1975-1980","2.33698652","#<U+FFFD>NOMBRE?","","","Adventure","Animation","Comedy","Crime","",10,11,0.909090909090909,"Female",0,"gen1",0
